#,Title,Author,Database,Year
722,Alternative Models of Architectural Practice: The Impact of Computers -- 1990 and 2000,"Langendorf, Richard",ACADIA,1986
723,A Method for the Realization of Complex Concrete Gridshell Structures in Pre-Cast Concrete,"Larsen, Niels Martin ; Pedersen, Ole Egholm ; Pigram, Dave",ACADIA,2012
724,Practical Support for Collaborative Design Involving Divided Interests,"Latch Craig, David and Zimring, Craig",ACADIA,1999
725,Architectural Design and Virtual Worlds,"Lau, Kok Hong and Maher, Mary Lou ",ACADIA,1999
726,Automated Folding of Sheet Metal Components with a Six-axis Industrial Robot,"Lavallee, Justin; Vroman, Rachel; Keshet, Yair",ACADIA,2011
727,In the Eye of the Beholder: A Proposal to Further the Critical Framework of Computer Graphics in Architectural Design,"Lawson, Stephen",ACADIA,1989
728,Digital Tool Thinking: Object-Oriented Ontology versus New Materialism,"Leach, Neil",ACADIA,2016
729,Zoom Space: The Limits of Representation,"Leach, Neil",ACADIA,2017
730,Emergent Inactivities: From the primitive hut to the cerebral hut,Leach; Neil,ACADIA,2014
731,The Thermal Organism And Architecture,"Lee, Charles",ACADIA,2008
732,Meta-Zoning Logistics,"Lee, Dave",ACADIA,2011
733,Self-Organizing Origami Structures,"Lee, Dave",ACADIA,2013
734,Digital Origami: Modeling Planar Folding Structures,"Lee, Dave; Brian Leounis",ACADIA,2011
735,Context Aware Paper-Based Review Instrument A Tangible User Interface for Architecture Design Review,"Lee, E. S., Hong, S., Johnson, Brian R.",ACADIA,2006
736,Practical Image Based Lighting,"Lee, Jaemin and Akleman, Ergun",ACADIA,2002
737,Collaborative Design Approach to Intelligent Environments,"Lee, Jaewook and Kalay, Yehuda E.",ACADIA,2005
738,SpaceMaker - Creating Space by Sketching It,"Lee, Ming-Chun and Do, Ellen Yi-Luen ",ACADIA,2003
739,Dynamic Architectural Visualization Based On User-Centered Semantic Interoperability,"Lee, Yungil; Jumphon Lertlakhanakul ;Jinwon Choi; Yehuda E. Kalay",ACADIA,2008
740,Parametric Surface Redux: IJP (Finally) Explained,"Legendre, George L. ",ACADIA,2010
741,Formal and Functional Implications of Dynamics-Related Solar Design Schemes,"Leidi, Michele ; Schlï¿½ter, Arno",ACADIA,2012
742,Illustrated Programming,"Leitï¿½o, Antonio; Lopes, Josï¿? Santos, Luis",ACADIA,2014
743,The Design of Buildings which Have Complex Mechanical Infrastructure using Expert Systems,"Lenart, Mihaly",ACADIA,1985
744,Resolving Archaeological Site Data With 3D Computer Modeling: The Case of Ceren,"Lewin, Jenniffer S. and Gross, Mark D.",ACADIA,1996
745,110% Juice,"Lewis, K., Kentnar, J.",ACADIA,2006
746,May/September: Eskenazi Hospital Parking Structure Faï¿½ade,"Ley, Rob",ACADIA,2014
747,Representing Virtual Places - A Design Model for Metaphorical Design,"Li, Fei, and Maher, Mary Lou",ACADIA,2000
748,Geometric Configuration and Graphical Representation of Spherical Tensegrity Networks,"Liapi, Katherine A. ",ACADIA,2001
749,Transformable Architecture Inspired by the Origami Art: Computer Visualization as a Tool for Form Exploration,"Liapi, Katherine A. ",ACADIA,2002
750,Computer Simulation and Visualization of Geometrically Changing Structures,"Liapi, Katherine A.",ACADIA,2000
751,A computer Based System for the Design and Fabrication of Tensegrity Structures,"Liapi, Katherine",ACADIA,2004
752,Descriptive Conventions for Shape Grammars,"Liew, Haldane ",ACADIA,2002
753,Ceramic Perspiration: Multi-Scalar Development of Ceramic Material,"Lilley, Brian ; Hudson, Roland ; Plucknett, Kevin ; Macdonald, Rory ; Cheng, Nancy Yen-Wen ; Nielsen, Stig Anton ; Nouska, Olympia ; Grinbergs, Monika ; Andematten, Stephen ; Baumgardner, Kyle ; Blackman, Clayton ; Kennedy, Matthew ; Chatinthu, Monthira ; Tianchen, Dai ; Sheng-Fu, Chen",ACADIA,2012
754,Expanding Bodies: Art ï¿?Citiesï¿?Environment,"Lilley, Brian, Beesley, Philip",ACADIA,eds.
755,G Pen: An Intelligent Designerï¿½s Playmate,"Lim, Chor-Kheng ",ACADIA,2003
756,An Insight into the Freedom of Using a Pen: Pen-based System and Pen-and-paper,"Lim, Chor-Kheng ",ACADIA,2003
757,From Concept to Realization,"Lim, Chor-Kheng",ACADIA,2006
758,Letï¿½s Work Together: A Stigmergic Approach to Acoustic Design,"Lim, Jason",ACADIA,2011
759,Behavior Analysis and Individual Labeling Using Data from Wi-Fi IPS,"Lin, Yuming; Huang, Weixin",ACADIA,2017
760,Literal Digital,"Linder, Mark ",ACADIA,2010
761,Modeling Urban Spaces: GIS and CAD Compared,"Linder, Mark and Clutter, McLain ",ACADIA,2002
762,Web Based Collaboration (for Free) Using Wikis in Design Studios,"Lindquist, Mark",ACADIA,2006
763,Recognizing Emergent Subshapes in Design Problem Solving: A Connectionist Investigation,"Liu, Yu-Tung ",ACADIA,1993
764,The Evolving Concept of Space: From Hsinchu Museum of Arts to the Digital City Art Center,"Liu, Yu-Tung ",ACADIA,2000
765,Sensing Urban Microclimates,"Llaguno Munitxa, Maider; Bogosian, Biayna ",ACADIA,2015
766,Composite Images on Mobile Devices Augmenting Reality in an Outdoor Environment,"Lonsing, Werner",ACADIA,2009
767,Testing the Space of the Virtual,"Lonsway, Brian",ACADIA,2000
768,The Argument for the Argument Revisiting the Architecture Machine ,"Lonsway, Brian",ACADIA,2006
769,Portable Generative Design for CAD Applications,"Lopes, Josï¿? Leitï¿½o, Antï¿½nio",ACADIA,2011
770,Human Touch in Digital Fabrication,"Lopez, Deborah; Charbel, Hadin; Obuchi, Yusuke; Sato, Jun; Igarashi, Takeo; Takami, Yosuke; Kiuchi, Toshikatsu",ACADIA,2016
771,Context-Aware Multi-Agent Systems: Negotiating Intensive Fields,"Lopez, Rodrigo Shiordia; Gerber, David",ACADIA,2014
772,In:forming a Critical Digital Architecture Autonomy into Life,"Lorenzo-Eiroa, Pablo",ACADIA,2010
773,"RULEBUILDING (3D PRINTING: OPERATORS, CONSTRAINTS, SCRIPTS)","Loukissas, Yanni and Sass, Lawrence",ACADIA,2004
774,CAAD: The Interactive Effect in Technical Education,"Love, James A.",ACADIA,1985
775,Deep-Time ProbeInvestigations in Light Architecture,"Luhan, G.A., Bhavsar, S. and Walcott, B.L.",ACADIA,2003
776,Virtual Raves in Synthetic LandscapesHybrid Rave Space,"Luhan, Greg A. ",ACADIA,et al.
777,Digital Curricula: Effective Integration of Digital Courses. Stitched-spaces and Digital Permutations,"Luhan, Gregory A. ",ACADIA,2003
778,Synthetic Landscapes,"Luhan, Gregory A., Anzalone, P., Cabrinha, M., Clarke, C.",ACADIA,eds.
779,"Modern Translations, Contemporary Methods: DL-1_Resonance Houseï¿?,Luhan"," Gregory A.""",ACADIA,2005
780,Synthetic Making,"Luhan, Gregory A.",ACADIA,2006
781,Sheltering the Permeable Body,"Luzar, Brigitte",ACADIA,2013
782,Revitalization of Existing Buildings through Sustainable Non-Destructive Floor Space Relocation,"Lï¿½mker, Thorsten M.",ACADIA,2006
783,Robotic Rod-bending: Digital Drawing in Physical Space,"MacDowell, Parke; Tomova, Diana",ACADIA,2011
784,Mission Possible: Computer Aided Design for Everyone,"Mackey, David L.",ACADIA,1992
785,The Integration of Computer Modeling in Architectural Design,"Madrazo, Leandro",ACADIA,1990
786,Computers and Architectural Design: Going Beyond the Tool,"Madrazo, Leandro",ACADIA,1998
787,Geoweaver,"Maeshiro, Jeffrey",ACADIA,2014
788,Enhanced Boundary Representation: A Lingua Franca for Computer-Based Building Performance Simulation?,"Mahalingam, Ganapathy ",ACADIA,2000
789,Representing Architectural Design Using a Connections-Based Paradigm,"Mahalingam, Ganapathy ",ACADIA,2003
790,Return To Roots: Computational Modeling as a Tool For Architecture,"Mahalingam, Ganapathy ",ACADIA,2003
791,Representing Architectural Design Using Virtual Computers ,"Mahalingam, Ganapathy",ACADIA,1997
792,Bi-directional Inference in Thermal Design,"Mahdavi, A., Mathew, P., Hartkopf, V. and Loftness, V. ",ACADIA,1996
793,On the Structure and Elements of SEMPER,"Mahdavi, A., Mathew, P., Lee, S., Brahme, R., Kumar, S., Liu, G., Ries, R. and Wong, N.H. ",ACADIA,1996
794,The Re-Engineering Project Developing Pedagogical Frameworks for Early Stage Collaborative Design between Engineers and Architects,"Maher, A., Burry, J.",ACADIA,2006
795,The Parametric Bridge: Connecting Digital Design Techniques in Architecture And Engineering,"Maher, Andrew and Burry, Mark ",ACADIA,2003
796,Agent Models of 3D Virtual Worlds,"Maher, Mary Lou and Gero, John S. ",ACADIA,2002
797,Researching Inhabitant Agency in Interactive Architecture,"Maia, Sara Costa; Meyboom, AnnaLisa",ACADIA,2016
798,Programming In The Model ï¿?A New Scripting Interface for Parametric CAD Systems,"Maleki, Maryam M.; Woodbury, Robert F.",ACADIA,2013
799,Paremetric: Making,"Malmstrom, Troy M.",ACADIA,2011
800,Make No Little Plans: Designing the Chicago Lakefront in a Virtual Reality Environment,"Malnar, Joy Monice ",ACADIA,et al.
801,Morphfaux: Probing the Proto-Synthetic Nature of Plaster Through Robotic Tooling,"Mankouche, Steven ; Bard, Joshua ; Schulte, Matthew",ACADIA,2012
802,Digital Steam Bending: Re-Casting Thonet Through Digital Techniques,"Mankouche, Steven ; Bard, Joshua ; Schulte, Matthew",ACADIA,2012
803,Plato's Columns: Platonic Geometries vs. Vague Gestures in Robotic Construction,"Manninger, Sandra; del Campo, Matias",ACADIA,2017
804,"Designing Design, Designing Assembly, Designing Industry","Marble, Scott ",ACADIA,2010
805,HELIX,"Marcella Del Signore, Giuseppe Morando, Elena Del Signore",ACADIA,2014
806,"Complexity, Digital Consciousness and Open Form: A New Design Paradigm ","Marcos, Carlos L. ",ACADIA,2010
807,"Sambï¿?""Marcu"," Mara""",ACADIA,2013
808,Data Mapping and Ornament in Digital Craft,"Marcu, Mara; Tang, Ming ",ACADIA,2015
809,Modular Variations,"Marcus, Adam",ACADIA,2014
810,Centennial Chromagraph: Data Spatialization and Computational Craft,"Marcus, Adam",ACADIA,2014
811,"Architecture In The Making: Performance, Prototyping, and Pedagogy at Full Scale","Marcus, Adam; Ikeda, Margaret; Jones, Evan",ACADIA,2014
812,A Genetic Algorithm for Use in Creative Design Processes,"Marin, Philippe; Jean-Claude Bignon ;Hervï¿?Lequay",ACADIA,2008
813,The Computer as a Graphic Medium in Conceptual Design,"Marshall, Tony B. ",ACADIA,1992
814,Work in Progress on CUMINCAD,"Martens, B. and Turk, Z.",ACADIA,2000
815,"The Creation of a Cumulative Index on CAD: ""CUMINCAD""","Martens, B. and Turk, Z.",ACADIA,2000
816,The SciX Project: Re-Engineering from Paper-based to Free Electronic Publishing,"Martens, B., Bjï¿½rk, B.-Ch. and Turk, Z.",ACADIA,2002
817,Automated Classification of CAAD-related Publications: Conditions for Setting-Up a Keywording System,"Martens, B., Brown, A. and Turk, Z.",ACADIA,2003
818,Synagogue Neudeggergasse: A Virtual Reconstruction in Vienna,"Martens, B., Uhl, M., Tschuppik, W.-M. and Voigt, A.",ACADIA,2000
819,Digital Proceedings: Making CAAD-Knowledge Widely Available,"Martens, Bob  and Turk, Ziga",ACADIA,2001
820,Developing Systematics Regarding Virtual Reconstruction of Synagogues,"Martens, Bob and Peter, Herbert ",ACADIA,2002
821,"Exploring the Design and Fabrication of Inflatables: ï¿½The Taming of the Shrewï¿?""Martens"," Bob""",ACADIA,2006
822,Digital Imaging and the Web in Teaching Structures: A Rigorous Visual Approach,"Martini, Kirk ",ACADIA,1996
823,Ancient Structures and Modern Analysis: Investigating Damage and Reconstruction at Pompeii ,"Martini, Kirk",ACADIA,1997
824,Centennial Chromagraph,"Marus, Adam",ACADIA,2014
825,Digital Practice,"Marx, John and Tomassian, Raffi ",ACADIA,2003
826,A Proposal for Alternative Methodologies in Teaching Digital Design,"Marx, John",ACADIA,1998
827,Just in Place Learning: A Novel Framework for Employing Information in ï¿½Placeï¿?for Urban Learning Environments ,"Mathew, Anijo Punnen ",ACADIA,2010
828,"Beyond Technology: Efficiency, Aesthetics, and Embodied Experience","Mathew, Anijo Punnen",ACADIA,2007
829,Smart Homes for the Rural Population: New Challenges and Opportunities,"Mathew, Anijo",ACADIA,2005
830,Aesthetic Interaction A Model for Re-thinking the Design of Place,"Mathew, Anijo",ACADIA,2006
831,Interactive Placemaking: Three Critical Enquiries into Urban Interactions in Place,"Mathew, Anijo",ACADIA,2011
832,Technology-mediated process: case study--MIT Stata Center,"Matsushima, Shiro",ACADIA,2004
833,Media in Mediation: Prospects for Computer Assisted Design Participation,"Maver, Tom and Petric, Jelena",ACADIA,1999
834,Fabrication Aware Form-Finding: A Combined Quasi-Reciprocal Timber and Discontinious Post-tensioned Concrete Structure,"Maxwell, Iain; Pigram, David; Egholm-Pedersen, Ole",ACADIA,2014
835,The Novel Stones of Venice: The Marching Cube Algorithm as a Strategy for Managing Mass-customisation,"Maxwell, Iain; Pigram, David; McGee, Wes ",ACADIA,2013
836,Fluid (in)form:Influencing Design Through Dynamic Particle Simulation,"Maze, J., McGlothlin, M. and Tanzer, K.",ACADIA,2003
837,Virtual Tactility: Working to Overcome Perceptual and Conceptual Barriers in the Digital Design Studio,"Maze, John ",ACADIA,2002
838,The Phidias Hypercad System: Extending CAD with Hypermedia,"McCall, R.J., Ostwald, J.L., Shipman, F.M. and Wallace, N.F.",ACADIA,1990
839,World Wide Presentation and Critique of Design Proposals with the Web-PHIDIAS System,"McCall, Ray",ACADIA,1998
840,Argumentative Agents as Catalysts of Collaboration in Design,"McCall, Raymond and Johnson, Erik ",ACADIA,1996
841,An Overview of the PHIDIAS II HyperCAD System,"McCall, Raymond, Bennett, Patrick and Johnson, Erik",ACADIA,1994
842,Representation in the Computer Aided Design Studio,"McCullough, Malcolm ",ACADIA,1988
843,Interactive Urban Models,"McCullough, Malcolm",ACADIA,1993
844,Glass Cast: A Reconfigurable Tooling System for Free-Form Glass Manufacturing,"McGee, Wes ; Newell, Catie ; Willette, Aaron",ACADIA,2012
845,The ASU Strategic Plan For Computing Support,"McIntosh, John F.",ACADIA,1988
846,ACADIA Workshop ï¿?5 [Conference Proceedings],"McIntosh, P.G.",ACADIA,Ed.
847,"Design Computation: Collaboration, Reasoning, Pedagogy [Conference Proceedings]","McIntosh, Patricia and Ozel, Filiz",ACADIA,Eds.
848,ACADIA ï¿?8,"McIntosh, Patricia G.",ACADIA,2006
849,Relative Positioning,"McKay, Mike ",ACADIA,2015
850,An Exploration Into Computational Optimization for Motive Architecture,"Mehann, Ryan ; Sher, Elite",ACADIA,2012
851,Resilient Structures Through Machine Learning And Evolution,"Mehanna, Ryan",ACADIA,2013
852,Digital Vernacular,"Mei-Ling, Lin ; Han, Ling ; Kothapuram, Shankara ; Jiawei, Song",ACADIA,2012
853,Computation against design? Toward a new logicocentrism in architecture,"Meier, Alexis ",ACADIA,2010
854,Towards Force-aware Robot Collectives for On-site Construction,"Melenbrink, Nathan; Kassabian, Paul; Menges, Achim; Werfel, Justin",ACADIA,2017
855,Adaptive Pneumatic Frameworks,"Melendez, Frank; Gannon, Madeline; Jacobson-Weaver, Zachary; Toulkeridou, Varvara",ACADIA,2014
856,Synchronous Horizons: Redefining Spatial Design in Landscape Architecture Through Ambient Data Collection and Volumetric Manipulation,"Melsom, James ; Fraguada, Luis ; Girot, Christophe",ACADIA,2012
857,Directed Deposition: Exploring the Roles of Simulation and Design in Erosion and Landslide Processes,"Melsom, James; Girot, Christophe; Hurkxkens, Ilmar ",ACADIA,2015
858,Performative Wood: Integral Computational Design for Timber Constructions,"Menges, Achim ",ACADIA,2009
859,Material Information: Integrating Material Characteristics and Behavior in Computational Design for Performative Wood Construction ,"Menges, Achim ",ACADIA,2010
860,Integrative Design Computation: Integrating material behaviour and robotic manufacturing processes in computational design for performative wood constructions,"Menges, Achim",ACADIA,2011
861,Material Generation: Materiality and Materialisation as Active Drivers in Design Computation,"Menges, Achim",ACADIA,2012
862,Generation and Integration of an Aerodynamic Performance Data Base Within the Concept Design Phase of Tall Buildings,"Menicovich, David ; Gallardo, Daniele ; Bevilaqua, Riccardo ; Vollen, Jason",ACADIA,2012
863,Modeling Building Information in a Parametric Environment,"Meniru, Kene",ACADIA,2011
864,Non-Linear Matters: Auxetic Surfaces,"Mesa, Olga; Stavric, Milena; Mhatre, Saurabh; Grinham, Jonathan; Norman, Sarah; Sayegh, Allen; Bechthold, Martin",ACADIA,2017
865,Some Metaphysical Considerations Raised by the Computer-Generated Electronic Environment,"Meurant, Robert C.",ACADIA,1988
866,Stigmergic Space,"Meyboom, AnnaLisa; Reeves, Dave",ACADIA,2013
867,Structural Information as Material for Design,"Michalatos, Panagiotis; Kaijima, Sawako",ACADIA,2007
868,Working with Multi-scale Material Distributions,"Michalatos, Panagiotis; Payne, Andrew O.",ACADIA,2013
869,"Interactive Interfaces in Architecture: The New Spatial Integration of Information, Gesture and Cognitive Control","Miles Kemp, Robert",ACADIA,2008
870,Robot Cowboy: Reviving Tundra Grassland through Robotic Herding,"Miller, Ian; Rossbach, Matt",ACADIA,2013
871,The Anthropometric Measurement and Modeling Project 2002,"Miller, J.J., Wang, W. and Jenkins, G.",ACADIA,2002
872,The Anthropometric Measurement and Modeling Project,"Miller, J.J., Wang, W. and Jenkins, G.R.",ACADIA,2000
873,Organized Crime: The Role of Ornament in Contemporary Architecture,"Miller, Kyle",ACADIA,2011
874,Parametric Strategies in Civic Architecture Design,"Miller, Nathan",ACADIA,2009
875,[make]SHIFT: Information Exchange and Collaborative Design Workflows  ,"Miller, Nathan",ACADIA,2010
876,The Hangzhou Tennis Center: A Case Study in Integrated Parametric Design,"Miller, Nathan",ACADIA,2011
877,A Novel Mesh-Based Workflow for Complex Geometry in BIM,"Miller, Nathan; Stasiuk, David ",ACADIA,2017
878,ArchiMedia Case Studies: Integrative Architectural Education,"Millet, M.S., Hildebrand, G., Cohan, P. and Read, M.",ACADIA,1991
879,Tools for Designing Climate Responsive Buildings,"Milne, Murray and Labib, Tarek ",ACADIA,1990
880,Aedas R&D: Global Practices of Computational Design ,"Miranda, Pablo; Derix,Christian; Gamlesaeter, Asmund; Helme, Lucy",ACADIA,2009
881,An Experimental Computer-Aided Design Studio,"Miranda, Valerian and Degelman, Larry 0. ",ACADIA,1987
882,CrystalCloud,"Mirmotahari, AmirReza; Theodosiou, Joanna; Al-Hadeethi, Shahad Thamer",ACADIA,2014
883,Functional Grammars: An Introduction,"Mitchell, William J. ",ACADIA,1991
884,"The Topdown System and its use in Teaching - An Exploration of Structured, Knowledge-Based Design","Mitchell, William J., Liggett, Robin S. and Tan, Milton",ACADIA,1988
885,A New Agenda for Computer-Aided Architectural Design,"Mitchell, William J.",ACADIA,1989
886,Design Ground - An Iconic Tactile Surface ,"Modeen, Th,, Pasquire, C. and Soar, R.",ACADIA,2005
887,A Computer-Based Daylight Systems Design Tool ,"Moeck, Martin and Selkowitz, Steven",ACADIA,1995
888,Form Follows Flow: A Material-Driven Computational Workflow for Digital Fabrication of Large-Scale Hierarchically Structured Objects,"Mogas-Soldevila, Laia; Duro-Royo, Jorge; Oxman, Neri ",ACADIA,2015
889,A Design Gallery System: Prototype and Evaluation,"Mohiuddin, Arefin; Woodbury, Robert; Ashtari, Narges; Cichy, Mark; Mueller, Vï¿½lker",ACADIA,2017
890,"Design, Heuristics and Digital Media.  An Experimental  Pedagogic Approach to the Cultural Integration of Media","Montagu, A., Rodrï¿½guez Barros, D. and Chernobilsky, L.B.",ACADIA,1999
891,Pattern Making and Learning: Non-Routine Practices in Generative Design,"Moorman, Andrew",ACADIA,2017
892,RoboSense: Context-Dependent Robotic Design Protocols and Tools,"Moorman, Andrew; Liu, Jingyang; Sabin, Jenny E.",ACADIA,2016
893,Understanding Spatial Information with Integrated 3D Visual and Aural Design Applications,"More, G., Harvey, L. and Burry, M.",ACADIA,2002
894,Multidimensional Presentation Environments with IntegratedIntelligent Agents,"More, G., Padgham, L., Mathieson, I. and Burry, M.",ACADIA,2003
895,Making Space Content Specific Interactive Architectures for Information Presentation,"More, Gregory",ACADIA,2006
896,Conceptual Design on a Microcomputer ,"Morgan, Charles F. ",ACADIA,1986
897,Education and Practice: The Critical Interface [Conference Proceedings],"Morgan, Fred and Pohlmann, Richard W.",ACADIA,eds.
898,Integrative computational design methodologies for modular architectural fiber composite morphologies ,"Moritz Dï¿½rstelmann, Moritz; Prado, Marshall; Parascho, Stefana; Knippers, Jan; Menges, Achim",ACADIA,2014
899,Schematic design system for flexible and multi-aspect design thinking,"Morozumi, M., Shimokawa, Y. and Homma, R.",ACADIA,1999
900,Linked QTVR System for SimulatingCitizensï¿?Strolling Around Activities,"Morozumi, M., Sueshige, Y., Uchiyama, T. and Inoue, S.",ACADIA,2002
901,Multi-scalar Agent-based complex design systems - The case of CECO (Climatic-Ecologies) studio: Informed generative design systems and performance-driven design workflows,"Mostafavi, Sina; Yu, Soungmin; Biloria, Nimish M.",ACADIA,2014
902,Sensual Embodiment: When Morphological Computation Shapes Domestic Objects,"Moukheiber, Carol",ACADIA,2013
903,Vitalized Geometry,"Mun, Kris",ACADIA,2014
904,Reint-Ops: A Tool Supporting Conceptual Design,"Mï¿½ller, Volker",ACADIA,1992
905,ACADIA 2017:  DISCIPLINES & DISRUPTION,"Nagakura, Takehiko; Tibbits, Skylar; Iba?ez, Mariana and Mueller, Caitlin",ACADIA,eds.
906,Beyond Heuristics: A Novel Design Space Model for Generative Space Planning in Architecture,"Nagy, Danil; Villaggi, Lorenzo; Zhao, Dale; Benjamin, David ",ACADIA,2017
907,Multiple-constraint Genetic Algorithm in Housing Design,"Narahara, T., Terzidis, K.",ACADIA,2006
908,New Methodologies in Architectural Design inspired by Self-Organization,"Narahara, Taro",ACADIA,2008
909,Beyond Quantitative Simulations: Local Control Strategy Using Architectural Comonents,"Narahara, Taro",ACADIA,2011
910,The Space of an IDEA: Ideas for Living,"Neidhardt, Lisa  and Luhan, Gregory A. ",ACADIA,2003
911,Between Digital & Analog Civilizations: The Spatial Manipulation Media Workshop ,"Neiman, Bennett and Bermudez, Julio",ACADIA,1997
912,Digital Media and the Language of Vision,"Neiman, Bennett R. and Do, Ellen Yi-Luen",ACADIA,1999
913,Ivy: Bringing a Weighted-Mesh Representations to Bear on Generative Architectural Design Applications,"Nejur, Andrei; Steinfeld, Kyle",ACADIA,2016
914,Ivy: Progress in Developing Practical Applications for a Weighted-Mesh Representation for Use in Generative Architectural Design,"Nejur, Andrei; Steinfeld, Kyle",ACADIA,2017
915,The Intelligent Pencil: A framework for CAAD in Education,"Neuckermans, Herman ",ACADIA,1986
916,Trajectories of Performative Materials,"Ng, Rashida; Patel, Sneha",ACADIA,2013
917,"Graded Territories: Towards the Design, Specification and Simulation of Materially Graded Bending Active Structures""","Nicholas, Paul ; Tamke, Martin ; Thomsen, Matte Ramsgard ; Jungjohann, Hauke ; Markov, Ivan",ACADIA,2012
918,The Social Weavers: Negotiating a continuum of agency,"Nicholas, Paul; Stasiuk, David; Schork, Tim",ACADIA,2014
919,The Agency of Event: Event based simulation for architectural design,"Nicholas, Paul; Tamke, Martin; Riiber, Jacob",ACADIA,2014
920,Concepts and Methodologies for Multiscale Modeling: A Mesh-Based Approach for Bi-Directional Information Flows,"Nicholas, Paul; Zwierzycki, Mateusz; Stasiuk, David; Norgaard, Esben; Thomsen, Mette Ramsgaard",ACADIA,2016
921,Automating the Drafting for As-Found Recording and Facility Management Surveys,"Nickerson, S., Thrale, B. and Whiting, D.",ACADIA,1995
922,One Size Fits None: A User Interface for Constraint-Based Design,"Niemeijer, Remco; de Vries, Bauke;  Beetz, Jakob ",ACADIA,2009
923,"Smart, Green and in Between - Rethinking the Office Tower","Nir, Eyal ",ACADIA,2000
924,Issue-Based Information Systems for Design,"Noble, Douglas and Rittel, Horst W.J. ",ACADIA,1988
925,ACADIA at 25,"Noble, Douglas",ACADIA,2006
926,Towards a Paperless Studio,"Norman, Frederick ",ACADIA,2001
927,Ground Sculpture on CADD: Forming and Coloring the Landform in a Graphic Data Base,"Norman, Richard B. and Lowrey, Robert C.",ACADIA,1989
928,Electronic Color in the Architectural Studio - An Alternative Strategy for Introducing the Computer as a Creative Tool in the Studio Environment,"Norman, Richard B.",ACADIA,1985
929,The Role of Color in Architectural Pedagogy Computation as a Creative Tool,"Norman, Richard B.",ACADIA,1988
930,Real and Un-real Color,"Norman, Richard B.",ACADIA,1991
931,Computational Composition in Architecture,"Novak, Marcos J.",ACADIA,1988
932,An Experiment in Computational Composition,"Novak, Marcos",ACADIA,1989
933,AlloPolis and Kami: Manifesto toward the computational composition of the new polis,"Novak, Marcos",ACADIA,2011
934,Integrating Computers into the Architectural Curriculum [Conference Proceedings],"Novitski, Barbara-Jo",ACADIA,Ed.
935,Am I? Architecture of Ambient Intelligence,"Oatman, Devin; Senagala, Mahesh",ACADIA,2007
936,Cultural Performance in Robotic Timber Construction,"Oesterle, Silvan ",ACADIA,2009
937,Tetrahedron Cloud,Ogrydziak; Luke,ACADIA,2011
938,STATIC EIGENVALUE ANALYSIS AS AN AID IN FURNITURE DESIGN,"Olsson, Pierre",ACADIA,2004
939,File to Factory and Real Time Behavior in Architecture,"Oosterhuis, Kas",ACADIA,2004
940,The Use of Tools in the Creation of Form: Frank (L. Wright & O. Gehry),"Osman, Yasser",ACADIA,2001
941,A Computational Analysis of Fractal Dimensions in the Architecture of Eileen Gray,"Ostwald, Michael J.; Josephine Vaughan; Stephan Chalup",ACADIA,2008
942,Line Segmentation: A Computational Technique for Architectural Image Analysis,"Ostwald, Michael J.; Tucker, Chris; Chalup, Stephan",ACADIA,2009
943,Everyone is an Architect,"Otten, Claudia",ACADIA,2014
944,Quasi-Projection: Aperiodic Concrete Formwork for Perceived Surface Complexity,"Ottevaere, Olivier; Hanna, Sean ",ACADIA,2009
945,Material-Based Design Computation: Tiling Behavior,"Oxman, Neri ",ACADIA,2009
946,Rapid Craft: Material Experiments towards an Integrated Sensing Skin System,"Oxman, Neri",ACADIA,2007
947,Towards a Material Ecology,"Oxman, Neri",ACADIA,2012
948,Data Modeling Issues in Simulating the Dynamic Processes in Life Cycle Analysis of Buildings,"Ozel, Filiz and Kohler, Niklaus ",ACADIA,2002
949,Using CAD in Fire Safety Research,"Ozel, Filiz",ACADIA,1985
950,Data Modeling Needs of Life Safety Code (LSC) Compliance Applications,"Ozel, Filiz",ACADIA,1992
951,Representing Design Decisions: An Object Oriented Approach ,"Ozel, Filiz",ACADIA,1997
952,"Case For an Architectural Singularity: Synchronization of Robotically Actuated Motion, Sense-Based Interaction and Computational Interface","Ozel, Guvenc",ACADIA,2014
953,Approaching Irreducible Formations,"Oï¿½Brien, William",ACADIA,2009
954,The Ocean Tracking Network,"Oï¿½dor, Ron; Stokesbury, Dr. Michael ",ACADIA,2007
955,Architectural Space Synthesizer - The last link of a CAAD system,"Paasi, Jyrki",ACADIA,1986
956,A Robotic Fabrication Methodology for Dovetail and Finger Jointing: An Accessible & Bespoke Digital Fabrication Process for Robotically-Milled Dovetail & Finger Joints,"Page, Mitchell",ACADIA,2017
957,Online Database for Structural Details ï¿?DeTra,"Pahle, Robert and Stein, Friedhelm  ",ACADIA,2003
958,A Web-Based Geographic Virtual Environment for the Deliberation of Alternative Urban Development Projects Prepared for Brussels,"Pak, Burak ; Verbeke, Johan",ACADIA,2012
959,Design and Development of Low-cost Portable Immersive Spaces,"Pak, Burak; Vrouwe, Ivo; Verbeke,Johan",ACADIA,2011
960,Integrated Decision-Making: The Building Design Advisor,"Pal, Vineeta ",ACADIA,2000
961,Spatializing the Social: Computational strategies for integrated design in informal areas in Istanbul,"PanahiKazemi, Lila; Rossi, Andrea",ACADIA,2013
962,Material Swarm Articulations: The New View  Reciprocal Frame Canopy,"Pantazis, Evangelos; Gerber, David Jason; Pantazis, Jason",ACADIA,2014
